1.318695926666259766e+01,1.365333080291748047e+01,1.245719051361083984e+01,1.118337345123291016e+01,1.155570983886718750e+01,1.213802814483642578e+01,1.172185039520263672e+01,7.721539974212646484e+00,1.117868137359619141e+01,1.142130184173583984e+01,1.131453895568847656e+01,1.130149173736572266e+01,1.156566429138183594e+01,1.183509635925292969e+01,1.136727809906005859e+01,1.301509284973144531e+01,1.315455913543701172e+01,1.197925186157226562e+01,1.117126941680908203e+01,1.161943721771240234e+01,1.043724918365478516e+01,9.358042716979980469e+00,9.580845832824707031e+00,1.136217784881591797e+01,1.173466300964355469e+01,1.177135467529296875e+01,1.107645130157470703e+01,1.179386806488037109e+01,1.230558967590332031e+01,1.248045730590820312e+01,1.130212402343750000e+01,1.084576225280761719e+01,1.261589336395263672e+01,1.218863105773925781e+01,1.141727638244628906e+01,1.245490074157714844e+01,1.347176647186279297e+01,1.225423049926757812e+01,1.323050022125244141e+01,1.363280296325683594e+01,1.212588405609130859e+01,1.318116569519042969e+01,1.398073005676269531e+01,1.328134155273437500e+01,1.241751194000244141e+01,1.358157348632812500e+01,1.314286041259765625e+01,1.268286418914794922e+01,1.311045837402343750e+01,1.314725589752197266e+01,1.347767543792724609e+01,1.323081016540527344e+01,1.389264011383056641e+01,1.286287879943847656e+01,1.354300022125244141e+01,1.325663375854492188e+01,1.450591564178466797e+01,1.433871269226074219e+01,1.403423976898193359e+01,1.220102691650390625e+01,1.239238929748535156e+01,1.264186954498291016e+01,1.317838573455810547e+01,1.291019344329833984e+01,1.229629325866699219e+01,1.273685550689697266e+01,1.305764198303222656e+01,1.387573146820068359e+01,1.418618488311767578e+01,1.385431957244873047e+01,1.461514949798583984e+01,1.244703483581542969e+01,1.320237541198730469e+01,1.302054119110107422e+01,1.244447803497314453e+01,1.263588809967041016e+01,1.307627487182617188e+01,1.265851497650146484e+01,1.286315631866455078e+01,1.283791160583496094e+01
1.361272048950195312e+01,1.417391777038574219e+01,1.304574871063232422e+01,1.168791675567626953e+01,1.131962108612060547e+01,1.218384647369384766e+01,1.277698707580566406e+01,1.238505744934082031e+01,1.045627212524414062e+01,1.145594120025634766e+01,1.173472404479980469e+01,9.833904266357421875e+00,8.905228614807128906e+00,1.039456272125244141e+01,1.217087364196777344e+01,1.303679561614990234e+01,1.345742416381835938e+01,1.292757415771484375e+01,1.112148189544677734e+01,1.053631496429443359e+01,1.045240783691406250e+01,1.110988235473632812e+01,1.081290435791015625e+01,1.135529136657714844e+01,1.061369419097900391e+01,1.176177215576171875e+01,1.237326622009277344e+01,1.317820453643798828e+01,1.210060405731201172e+01,1.178410053253173828e+01,1.117816352844238281e+01,1.172390270233154297e+01,1.103847503662109375e+01,1.207954406738281250e+01,1.323970317840576172e+01,1.442280769348144531e+01,1.458196258544921875e+01,1.483241748809814453e+01,1.384774589538574219e+01,1.383601093292236328e+01,1.280958366394042969e+01,1.323665904998779297e+01,1.421972942352294922e+01,1.405023670196533203e+01,1.374878978729248047e+01,1.365106773376464844e+01,1.319693660736083984e+01,1.297365570068359375e+01,1.366229915618896484e+01,1.227951240539550781e+01,1.312757492065429688e+01,1.262253189086914062e+01,1.348637485504150391e+01,1.359320068359375000e+01,1.381459522247314453e+01,1.321425247192382812e+01,1.335346603393554688e+01,1.418661785125732422e+01,1.449854755401611328e+01,1.257269668579101562e+01,1.242972469329833984e+01,1.188684558868408203e+01,1.297047901153564453e+01,1.371227645874023438e+01,1.257534217834472656e+01,1.220366001129150391e+01,1.163467025756835938e+01,1.329302978515625000e+01,1.262688255310058594e+01,1.230996608734130859e+01,1.219339847564697266e+01,1.259930896759033203e+01,1.291796112060546875e+01,1.331508350372314453e+01,1.381176948547363281e+01,1.399743270874023438e+01,1.306985092163085938e+01,1.243629550933837891e+01,1.294325256347656250e+01,1.277260875701904297e+01
1.286272907257080078e+01,1.373793220520019531e+01,1.262430286407470703e+01,1.152028656005859375e+01,1.183145236968994141e+01,1.241372966766357422e+01,1.234262180328369141e+01,8.731140136718750000e+00,1.079554462432861328e+01,1.085312843322753906e+01,1.081764411926269531e+01,1.059328842163085938e+01,1.147324657440185547e+01,1.110333347320556641e+01,1.051126003265380859e+01,1.098335266113281250e+01,1.081185436248779297e+01,1.197685623168945312e+01,1.137783241271972656e+01,1.100306510925292969e+01,1.280771923065185547e+01,1.303904914855957031e+01,1.141358089447021484e+01,1.179259586334228516e+01,1.312858867645263672e+01,1.354691791534423828e+01,1.274534416198730469e+01,1.173985004425048828e+01,1.172469997406005859e+01,1.235117912292480469e+01,1.316011333465576172e+01,1.241459560394287109e+01,1.199670791625976562e+01,1.223960208892822266e+01,1.386819267272949219e+01,1.456914615631103516e+01,1.405313777923583984e+01,1.479338073730468750e+01,1.522675132751464844e+01,1.504442882537841797e+01,1.392114830017089844e+01,1.430819702148437500e+01,1.444738197326660156e+01,1.455575466156005859e+01,1.358358192443847656e+01,1.241116333007812500e+01,1.346905803680419922e+01,1.316465473175048828e+01,1.359423923492431641e+01,1.302617454528808594e+01,1.364428424835205078e+01,1.307965850830078125e+01,1.316365432739257812e+01,1.408155250549316406e+01,1.386926174163818359e+01,1.392583751678466797e+01,1.312724208831787109e+01,1.319746112823486328e+01,1.350406455993652344e+01,1.286516380310058594e+01,1.269098854064941406e+01,1.338596820831298828e+01,1.315317821502685547e+01,1.356858634948730469e+01,1.272706985473632812e+01,1.289626598358154297e+01,1.294102191925048828e+01,1.357588386535644531e+01,1.379402351379394531e+01,1.315427780151367188e+01,1.245911026000976562e+01,1.236212539672851562e+01,1.300198459625244141e+01,1.350978279113769531e+01,1.369096565246582031e+01,1.322487640380859375e+01,1.329918479919433594e+01,1.248277091979980469e+01,1.252277374267578125e+01,1.234240531921386719e+01
1.294732475280761719e+01,1.375575160980224609e+01,1.244738197326660156e+01,1.107087802886962891e+01,1.111209487915039062e+01,1.205066108703613281e+01,1.259828853607177734e+01,1.206766891479492188e+01,1.171495056152343750e+01,1.149968528747558594e+01,1.124419784545898438e+01,1.096583747863769531e+01,1.003563976287841797e+01,9.261414527893066406e+00,1.017359066009521484e+01,1.102031707763671875e+01,1.264607238769531250e+01,1.323408126831054688e+01,1.245978260040283203e+01,1.167486667633056641e+01,1.261149501800537109e+01,1.299795246124267578e+01,1.179314613342285156e+01,1.102958583831787109e+01,1.143532562255859375e+01,1.164961528778076172e+01,1.223809719085693359e+01,1.145686244964599609e+01,1.228247356414794922e+01,1.345580101013183594e+01,1.232273197174072266e+01,1.233731937408447266e+01,1.279398250579833984e+01,1.248068237304687500e+01,1.373890876770019531e+01,1.331296062469482422e+01,1.321071147918701172e+01,1.408978176116943359e+01,1.495853996276855469e+01,1.464715480804443359e+01,1.401547050476074219e+01,1.558643913269042969e+01,1.476682376861572266e+01,1.383410930633544922e+01,1.352430438995361328e+01,1.220437717437744141e+01,1.276308345794677734e+01,1.292987060546875000e+01,1.433049869537353516e+01,1.342603969573974609e+01,1.430749893188476562e+01,1.414242267608642578e+01,1.354047489166259766e+01,1.250611400604248047e+01,1.457618045806884766e+01,1.490147972106933594e+01,1.406388378143310547e+01,1.320436954498291016e+01,1.306453895568847656e+01,1.310270690917968750e+01,1.256395435333251953e+01,1.287436008453369141e+01,1.277207183837890625e+01,1.333884716033935547e+01,1.148900032043457031e+01,1.248055076599121094e+01,1.371315383911132812e+01,1.422176074981689453e+01,1.314027309417724609e+01,1.341217136383056641e+01,1.341262054443359375e+01,1.257808017730712891e+01,1.285738849639892578e+01,1.374967002868652344e+01,1.379719638824462891e+01,1.345257472991943359e+01,1.323508739471435547e+01,1.326633739471435547e+01,1.268851566314697266e+01,1.263286304473876953e+01
1.335952663421630859e+01,1.396114635467529297e+01,1.298401641845703125e+01,1.162849998474121094e+01,1.107720088958740234e+01,1.184196376800537109e+01,1.237659931182861328e+01,1.189614200592041016e+01,1.159393024444580078e+01,1.037789154052734375e+01,1.024330139160156250e+01,1.079371356964111328e+01,1.224479866027832031e+01,1.269487953186035156e+01,1.191707706451416016e+01,1.117561054229736328e+01,1.323223018646240234e+01,1.405782508850097656e+01,1.334879875183105469e+01,1.093417072296142578e+01,1.011811161041259766e+01,1.150997352600097656e+01,1.021484565734863281e+01,1.144212341308593750e+01,1.322476959228515625e+01,1.287050342559814453e+01,1.237784671783447266e+01,1.316246795654296875e+01,1.334532451629638672e+01,1.309715747833251953e+01,1.265935897827148438e+01,1.244097709655761719e+01,1.285547256469726562e+01,1.398962497711181641e+01,1.436162471771240234e+01,1.449991035461425781e+01,1.490255165100097656e+01,1.417063713073730469e+01,1.452926731109619141e+01,1.544650268554687500e+01,1.664430618286132812e+01,1.568534755706787109e+01,1.538259124755859375e+01,1.303298854827880859e+01,1.380108737945556641e+01,1.407959842681884766e+01,1.387519931793212891e+01,1.293908882141113281e+01,1.222036075592041016e+01,1.417744064331054688e+01,1.384697914123535156e+01,1.356804656982421875e+01,1.320512199401855469e+01,1.315427207946777344e+01,1.496541595458984375e+01,1.489588546752929688e+01,1.553637123107910156e+01,1.500068092346191406e+01,1.424807643890380859e+01,1.341289424896240234e+01,1.220132923126220703e+01,1.279024219512939453e+01,1.320477962493896484e+01,1.258415222167968750e+01,1.293435764312744141e+01,1.258149623870849609e+01,1.401990699768066406e+01,1.405134582519531250e+01,1.298792076110839844e+01,1.263281154632568359e+01,1.252686691284179688e+01,1.249596595764160156e+01,1.334728050231933594e+01,1.339756965637207031e+01,1.281209564208984375e+01,1.276016807556152344e+01,1.242368316650390625e+01,1.247021102905273438e+01,1.193717193603515625e+01,1.220615673065185547e+01
1.341861534118652344e+01,1.393004322052001953e+01,1.230998516082763672e+01,1.109683418273925781e+01,1.159235382080078125e+01,1.220604324340820312e+01,1.195531845092773438e+01,9.191431999206542969e+00,1.063194084167480469e+01,1.105666542053222656e+01,9.781227111816406250e+00,1.020663356781005859e+01,1.202145671844482422e+01,1.168091678619384766e+01,1.162796306610107422e+01,1.308958816528320312e+01,1.320154380798339844e+01,1.355800628662109375e+01,1.343682479858398438e+01,1.235535717010498047e+01,1.098405075073242188e+01,1.230032539367675781e+01,1.301438617706298828e+01,1.262065029144287109e+01,1.276986598968505859e+01,1.320444965362548828e+01,1.292990398406982422e+01,1.356252861022949219e+01,1.398436450958251953e+01,1.279293727874755859e+01,1.239398574829101562e+01,1.237009429931640625e+01,1.249846076965332031e+01,1.303621101379394531e+01,1.437790775299072266e+01,1.645340347290039062e+01,1.621426963806152344e+01,1.598198318481445312e+01,1.499931526184082031e+01,1.577412605285644531e+01,1.740390205383300781e+01,1.622668838500976562e+01,1.418266010284423828e+01,1.468376255035400391e+01,1.481197357177734375e+01,1.454144954681396484e+01,1.487800407409667969e+01,1.439646911621093750e+01,1.399248886108398438e+01,1.489990139007568359e+01,1.463353729248046875e+01,1.300303459167480469e+01,1.325312614440917969e+01,1.361197566986083984e+01,1.484511089324951172e+01,1.452689361572265625e+01,1.593811225891113281e+01,1.612483978271484375e+01,1.459135437011718750e+01,1.309366416931152344e+01,1.315355014801025391e+01,1.338035869598388672e+01,1.355273151397705078e+01,1.311011695861816406e+01,1.211566257476806641e+01,1.287110710144042969e+01,1.319985103607177734e+01,1.366967201232910156e+01,1.370553970336914062e+01,1.356497669219970703e+01,1.243600845336914062e+01,1.268317890167236328e+01,1.288335895538330078e+01,1.292683792114257812e+01,1.252646255493164062e+01,1.326593303680419922e+01,1.350083827972412109e+01,1.278879165649414062e+01,1.274324989318847656e+01,1.262553691864013672e+01
1.324432468414306641e+01,1.387094116210937500e+01,1.301444053649902344e+01,1.158658790588378906e+01,1.069381618499755859e+01,1.152636051177978516e+01,1.215018177032470703e+01,1.163493156433105469e+01,1.007643795013427734e+01,1.150038051605224609e+01,1.175370502471923828e+01,1.101739406585693359e+01,1.109451961517333984e+01,1.118442249298095703e+01,1.289157962799072266e+01,1.347073078155517578e+01,1.334072685241699219e+01,1.250288200378417969e+01,1.126740741729736328e+01,1.031318187713623047e+01,1.174200344085693359e+01,1.273701095581054688e+01,1.283020591735839844e+01,1.269124126434326172e+01,1.116029262542724609e+01,1.310793018341064453e+01,1.363606452941894531e+01,1.285939884185791016e+01,1.314524555206298828e+01,1.238446617126464844e+01,1.173936271667480469e+01,1.279263687133789062e+01,1.370163726806640625e+01,1.362210083007812500e+01,1.420448684692382812e+01,1.531738758087158203e+01,1.589925289154052734e+01,1.510022735595703125e+01,1.542515468597412109e+01,1.591246986389160156e+01,1.484969425201416016e+01,1.489360046386718750e+01,1.502464485168457031e+01,1.392112827301025391e+01,1.401482391357421875e+01,1.322247600555419922e+01,1.297621726989746094e+01,1.425045776367187500e+01,1.355577850341796875e+01,1.307595920562744141e+01,1.184037780761718750e+01,1.412313938140869141e+01,1.480508995056152344e+01,1.509694576263427734e+01,1.601050186157226562e+01,1.561165237426757812e+01,1.538966941833496094e+01,1.540518093109130859e+01,1.325374794006347656e+01,1.355847358703613281e+01,1.450766658782958984e+01,1.386305427551269531e+01,1.380583667755126953e+01,1.353860378265380859e+01,1.301573944091796875e+01,1.340805435180664062e+01,1.330366897583007812e+01,1.441797161102294922e+01,1.278140640258789062e+01,1.315348243713378906e+01,1.304273700714111328e+01,1.209983921051025391e+01,1.242778301239013672e+01,1.243007469177246094e+01,1.404772758483886719e+01,1.383570861816406250e+01,1.312396240234375000e+01,1.303575038909912109e+01,1.271629047393798828e+01,1.265564060211181641e+01
1.267788410186767578e+01,1.358511066436767578e+01,1.240462970733642578e+01,1.131537914276123047e+01,1.137768745422363281e+01,1.197393608093261719e+01,1.218699645996093750e+01,1.057547283172607422e+01,1.114961814880371094e+01,1.187924861907958984e+01,1.195670318603515625e+01,1.168861293792724609e+01,1.175767421722412109e+01,1.013822269439697266e+01,1.131733512878417969e+01,1.135619354248046875e+01,1.235508632659912109e+01,1.170988941192626953e+01,1.216360092163085938e+01,1.119536399841308594e+01,9.901733398437500000e+00,1.242593765258789062e+01,1.278194522857666016e+01,1.212626171112060547e+01,1.188938808441162109e+01,1.206703090667724609e+01,1.267322540283203125e+01,1.310200881958007812e+01,1.155873966217041016e+01,1.096763515472412109e+01,1.210264015197753906e+01,1.348354911804199219e+01,1.320214462280273438e+01,1.336868095397949219e+01,1.378560161590576172e+01,1.463950157165527344e+01,1.474281120300292969e+01,1.541042518615722656e+01,1.547853851318359375e+01,1.615351104736328125e+01,1.650963211059570312e+01,1.531772613525390625e+01,1.435000324249267578e+01,1.262764263153076172e+01,1.368604755401611328e+01,1.356444358825683594e+01,1.304021835327148438e+01,1.424544525146484375e+01,1.362944507598876953e+01,1.383511066436767578e+01,1.377424716949462891e+01,1.477236938476562500e+01,1.525490570068359375e+01,1.480730247497558594e+01,1.478789424896240234e+01,1.462546157836914062e+01,1.597174549102783203e+01,1.514647388458251953e+01,1.327813148498535156e+01,1.417448043823242188e+01,1.458781147003173828e+01,1.356673812866210938e+01,1.344904708862304688e+01,1.371838760375976562e+01,1.359920406341552734e+01,1.464685344696044922e+01,1.370615577697753906e+01,1.288194751739501953e+01,1.397911357879638672e+01,1.359742736816406250e+01,1.312966156005859375e+01,1.234962081909179688e+01,1.196750164031982422e+01,1.202563762664794922e+01,1.259073257446289062e+01,1.254893016815185547e+01,1.233661079406738281e+01,1.297306728363037109e+01,1.243146038055419922e+01,1.220315837860107422e+01
1.345588970184326172e+01,1.402615451812744141e+01,1.262926864624023438e+01,1.140226078033447266e+01,1.120375537872314453e+01,1.185529136657714844e+01,1.219820213317871094e+01,1.121744632720947266e+01,1.092688274383544922e+01,1.163214302062988281e+01,1.159784317016601562e+01,1.060785198211669922e+01,1.113339614868164062e+01,1.238312911987304688e+01,1.271567153930664062e+01,1.168561267852783203e+01,1.202290344238281250e+01,1.254334926605224609e+01,1.139513874053955078e+01,1.237728691101074219e+01,1.342079257965087891e+01,1.281164741516113281e+01,1.322344493865966797e+01,1.301944732666015625e+01,1.206616401672363281e+01,1.291580581665039062e+01,1.252147197723388672e+01,1.264153671264648438e+01,1.146112155914306641e+01,1.241688442230224609e+01,1.216396427154541016e+01,1.347666931152343750e+01,1.349570083618164062e+01,1.319917583465576172e+01,1.545508384704589844e+01,1.616816329956054688e+01,1.519767189025878906e+01,1.606701087951660156e+01,1.754334640502929688e+01,1.719650650024414062e+01,1.574773788452148438e+01,1.451401519775390625e+01,1.462819004058837891e+01,1.384906578063964844e+01,1.345549869537353516e+01,1.199387741088867188e+01,1.207191944122314453e+01,1.273467636108398438e+01,1.279148674011230469e+01,1.298218250274658203e+01,1.387281227111816406e+01,1.364042377471923828e+01,1.474313068389892578e+01,1.403532791137695312e+01,1.474565315246582031e+01,1.439572525024414062e+01,1.526012992858886719e+01,1.573332023620605469e+01,1.576731395721435547e+01,1.386253356933593750e+01,1.319281291961669922e+01,1.273190402984619141e+01,1.317120265960693359e+01,1.322887611389160156e+01,1.298070430755615234e+01,1.308853054046630859e+01,1.366640090942382812e+01,1.385705280303955078e+01,1.443653106689453125e+01,1.375456619262695312e+01,1.283702468872070312e+01,1.224598884582519531e+01,1.233976173400878906e+01,1.263085556030273438e+01,1.276342296600341797e+01,1.198817825317382812e+01,1.259836864471435547e+01,1.335924053192138672e+01,1.264433860778808594e+01,1.189527034759521484e+01
1.307308959960937500e+01,1.385750198364257812e+01,1.286089706420898438e+01,1.145953369140625000e+01,1.109438610076904297e+01,1.186362552642822266e+01,1.221306800842285156e+01,1.150206279754638672e+01,9.804346084594726562e+00,1.099630069732666016e+01,1.168466377258300781e+01,1.001151275634765625e+01,9.638612747192382812e+00,1.173478507995605469e+01,1.202983951568603516e+01,1.155051040649414062e+01,1.319956111907958984e+01,1.338666343688964844e+01,1.224018001556396484e+01,1.248969936370849609e+01,1.363345050811767578e+01,1.433295345306396484e+01,1.407074165344238281e+01,1.299452781677246094e+01,1.266348075866699219e+01,1.179140663146972656e+01,1.142225265502929688e+01,1.220896720886230469e+01,1.315200710296630859e+01,1.276300048828125000e+01,1.298838329315185547e+01,1.307731437683105469e+01,1.208276748657226562e+01,1.413935947418212891e+01,1.531888771057128906e+01,1.582486534118652344e+01,1.540323829650878906e+01,1.489782238006591797e+01,1.516208744049072266e+01,1.599610710144042969e+01,1.588624668121337891e+01,1.350362300872802734e+01,1.487572097778320312e+01,1.571246051788330078e+01,1.528092956542968750e+01,1.448525905609130859e+01,1.324413871765136719e+01,1.310650062561035156e+01,1.344070148468017578e+01,1.260788536071777344e+01,1.353014183044433594e+01,1.371782779693603516e+01,1.411969757080078125e+01,1.401553726196289062e+01,1.489390563964843750e+01,1.512518024444580078e+01,1.585274791717529297e+01,1.540166282653808594e+01,1.572698688507080078e+01,1.535273170471191406e+01,1.453721427917480469e+01,1.386061763763427734e+01,1.192900276184082031e+01,1.186334228515625000e+01,1.243819141387939453e+01,1.326346492767333984e+01,1.362697505950927734e+01,1.468515205383300781e+01,1.412282848358154297e+01,1.481586742401123047e+01,1.341606235504150391e+01,1.296612453460693359e+01,1.256902980804443359e+01,1.249818038940429688e+01,1.317548847198486328e+01,1.280052757263183594e+01,1.313490295410156250e+01,1.305350494384765625e+01,1.229015922546386719e+01,1.215091037750244141e+01
